video_id,nepali_captions,english_captions
t8Nf1MK7lts_0_10 ,एक सेना अधिकारी छलफल गर्दै र सिपाहीहरूलाई केही प्रकारका निर्देशनहरू दिँदै,an army officer discussing and giving some sort of instructions to the soldiers
t8Nf1MK7lts_0_10 ,अफिसरले आफ्नो सोल्डरलाई अर्डर दिइरहेको छ,an officer is giving order to his solder
t8Nf1MK7lts_0_10 ,पूर्ण धातु ज्याकेट बुट क्याम्पको १० मिनेट,full metal jacket 10 minutes of boot camp
t8Nf1MK7lts_0_10 ,मानिस वर्दीमा छ,the man s in uniform
t8Nf1MK7lts_0_10 ,एक ड्रिल प्रशिक्षकले आफ्ना मानिसहरूलाई निर्देशन दिइरहेका छन्,a drill instructor is instructing his men
t8Nf1MK7lts_0_10 ,एक ड्रिल प्रशिक्षकले सिपाहीहरूको लाइनसँग कुरा गरिरहेका छन्,a drill instructor is talking to a line of soldiers
t8Nf1MK7lts_0_10 ,एक ड्रिल प्रशिक्षक आफ्ना क्याडेटहरूको अगाडि हिंड्छन्,a drill instructor walks in front of his cadets
t8Nf1MK7lts_0_10 ,एक ड्रिल सार्जेन्ट आफ्ना मानिसहरूलाई चिच्याइरहेका छन्,a drill sargent yelling at his men
t8Nf1MK7lts_0_10 ,एक ड्रिल सार्जेन्ट कुरा गर्दै हुनुहुन्छ,a drill sergeant is talking
t8Nf1MK7lts_0_10 ,जनरलले आफ्ना कनिष्ठहरूलाई आदेश दिन्छ,a general is orderins his juniors
t8Nf1MK7lts_0_10 ,एकजना मानिस निजीसँग कुरा गर्दै छन्,a man is talking to privates
t8Nf1MK7lts_0_10 ,एक मानिस बोल्दै छ,a man is talking
t8Nf1MK7lts_0_10 ,एक सैन्य अधिकारी पुरुषहरूको समूहको समीक्षा गर्दै छन्,a military officer is reviewing a group of men
t8Nf1MK7lts_0_10 ,एक प्रहरी जवान भाषण दिइरहेका छन्,a police men is giving speech
t8Nf1MK7lts_0_10 ,एक सार्जेन्ट हिँड्दा सिपाहीहरूको लाइनसँग कुरा गर्दैछ,a sergeant is speaking to a line of soldiers as he walks
t8Nf1MK7lts_0_10 ,सबै पूर्ण धातु ज्याकेट लगाएका मानिसहरू हुन्,all are people wearing full metal jacket
t8Nf1MK7lts_0_10 ,एक जना आर्मीले निर्देशन दिइरहेको छ,an army man is giving instructions
t8Nf1MK7lts_0_10 ,निर्देशन दिने अधिकारी,an officer giving instructions
t8Nf1MK7lts_0_10 ,एक अधिकारीले बुट क्याम्पमा क्याडेटहरूलाई निर्देशन दिँदै,an officer instructing cadets in a boot camp
t8Nf1MK7lts_0_10 ,एक अधिकारीले आफ्ना मातहतका कर्मचारीहरूसँग कुरा गरिरहेका छन्,an officer is talking to his subordinates
t8Nf1MK7lts_0_10 ,धेरै कडा खुट्टा शिविर,very strict foot camp
t8Nf1MK7lts_0_10 ,कमाण्डिङ अफिसरले आफ्ना सिपाहीहरूलाई आदेश दिँदै,an comanding officer ordering to his soilders
t8Nf1MK7lts_0_10 ,छात्रावास मा एक सैन्य मान्छे,a militery people in the hostel
tBj4Ny19vfQ_54_59 ,जंगलमा एउटा जनावर सुँघिरहेको छ,a animal in the woods is sniffing
tBj4Ny19vfQ_54_59 ,जनावरले पात खाइरहेको छ,a animal is eating leaves
tBj4Ny19vfQ_54_59 ,एउटा सुँगुरले जंगलमा आफ्नो खाना खोजिरहेको छ,a pig is searching for it s food in jungle
tBj4Ny19vfQ_54_59 ,एउटा टपीर आफ्नो जङ्गल घरमा बसिरहेको छ,a tapir is living in its jungle home
tBj4Ny19vfQ_54_59 ,एउटा ट्यापिर हाँगा पार गर्दै जंगलमा अगाडि बढिरहेको छ,a tapir is pushing across a branch and moving ahead in the woods
tBj4Ny19vfQ_54_59 ,aardvark पातहरू खाइरहेको छ,an aardvark is eating leaves
tBj4Ny19vfQ_54_59 ,aardvark जंगल मार्फत सर्छ,an aardvark moves through a forest
tBj4Ny19vfQ_54_59 ,एउटा जनावर जंगलमा हिंड्छ,an animal walks through the jungle
tBj4Ny19vfQ_54_59 ,जनावर जंगलमा चरिरहेको छ,the animal is foraging in the woods
tBj4Ny19vfQ_54_59 ,ट्यापिरले पात खाइरहेको छ,the tapir is eating leaves
tBj4Ny19vfQ_54_59 ,ट्यापिर बिरुवाहरू मार्फत हिंडिरहेको छ,the tapir is walking through the plants
tBj4Ny19vfQ_54_59 ,जमिन र पानीमा बस्ने एउटा जनावर,one animal living in land and water
tBj4Ny19vfQ_54_59 ,इमु पात खाँदै,emu eating leaves
tBj4Ny19vfQ_54_59 ,एउटा रमाइलो मान्छे चितुवा दौडिरहेको बारेमा कुरा गर्दै,a funy man talking about a cheetah running
tBj4Ny19vfQ_54_59 ,ध्रुवीय भालु हिमनदीमा उभिएको छ,a polar bear is standing on the glacier
tBj4Ny19vfQ_54_59 ,विभिन्न जनावरहरूले विभिन्न काम गरिरहेका छन्,different animals are doing different things
tBj4Ny19vfQ_54_59 ,हिप्पोपोटामस चरिरहेको छ,hippopotamus is grazing
tBj4Ny19vfQ_54_59 ,वन्यजन्तु खानाको लागि जङ्गलमा घुमिरहेका छन्,the animal is roaming in jungle for food
tBj4Ny19vfQ_54_59 ,जंगली जनावरहरूको प्राकृतिक जीवन,natural life of wild animals
tBj4Ny19vfQ_54_59 ,जनावरले पात खाइरहेको छ,a animal is eating leaves
tBj4Ny19vfQ_54_59 ,जनावरले केही पातहरू खाइरहेको छ,a animal is eating some leaves
tBj4Ny19vfQ_54_59 ,ट्यापिरले केही पातहरू खाइरहेको छ र त्यसपछि ऊ पौडिन्छ,a tapir is eating some leafs then he swims
tBj4Ny19vfQ_54_59 ,जनावर नुहाउँदै छ,an animal is bathing
tBj4Ny19vfQ_54_59 ,एउटा जनावरले हाँगा खाइरहेको छ,an animal is eating a branch
tBj4Ny19vfQ_54_59 ,जनावरले पात खाइरहेको छ,an animal is eating leaves
tBj4Ny19vfQ_54_59 ,एउटा जनावर खाइरहेको छ,an animal is eating
tBj4Ny19vfQ_54_59 ,एउटा जनावर जंगलमा हिडिरहेको छ,an animal is walking in the woods
tBj4Ny19vfQ_54_59 ,एउटा जनावर जंगलमा हिंड्छ,an animal walks in the forest
tBj4Ny19vfQ_54_59 ,जंगलमा जनावर हिडिरहेको छ,animal is walking in the forest
tBj4Ny19vfQ_54_59 ,जनावरहरू बढी उच्च छन्,animals are more superior
tBj4Ny19vfQ_54_59 ,राम्रो छ कि जनावरहरू बोल्न थाले,good that animals began to speak
tBj4Ny19vfQ_54_59 ,कुनै किसिमको ठुलो जनावर जङ्गलमा हिंड्दै पानीमा पौडी खेलिरहेको छ,some kind of large animal is walking through the woods and swimming in the water
tBj4Ny19vfQ_54_59 ,जनावर खाना खोज्दैछ,the animal is looking for food
tBj4Ny19vfQ_54_59 ,जनावर हिडिरहेको छ,the animal is walking
tBj4Ny19vfQ_54_59 ,जनावरले पात सुँघ्यो,the animal sniffed at leaves
tBj4Ny19vfQ_54_59 ,जनावरले पात सुँघ्यो,the animal sniffed the leaves
tBj4Ny19vfQ_54_59 ,ध्रुवीय भालु उभिएको छ,a polar bear is standing
tBj4Ny19vfQ_54_59 ,एउटा जनावर हिड्दै र पौडी खेलिरहेको छ,an animal is walking and swimming
tHLiYTS9Iz8_1_16 ,दुई पुरुष बक्सिङ गर्दै छन्,two men are boxing
tHLiYTS9Iz8_1_16 ,एक मानिस कराटेले सुरक्षात्मक बक्सिङ ग्लोभ्स लगाएको अर्को मानिसलाई लात हानेको छ,a man is karate kicking at another man wearing protective boxing gloves
tHLiYTS9Iz8_1_16 ,एउटा मानिसले अर्को मानिसलाई लात हानेर तालिम दिइरहेको छ,a man is kicking and training with another man
tHLiYTS9Iz8_1_16 ,दुईजना मानिस लात हानेर हिर्काउँदै छन्,two men are sparring by kicking and jabbing
tHLiYTS9Iz8_1_16 ,दुई पुरुष बक्सिङ गर्दै छन्,two men are boxing
tHLiYTS9Iz8_1_16 ,दुई पुरुष कराते गर्दैछन्,two men are doing karate
tHLiYTS9Iz8_1_16 ,दुई पुरुष बक्सिङ गर्दै छन्,two men are boxing
tHLiYTS9Iz8_1_16 ,एकजना मानिस प्रशिक्षकसँग किक बक्सिङ गर्दै छन्,a man is kick boxing with a trainer
tHLiYTS9Iz8_1_16 ,पुरुषहरू मार्शल आर्ट अभ्यास गर्दैछन्,men are practicing martial arts
tHLiYTS9Iz8_1_16 ,दुई पुरुष किकबक्सिङ अभ्यास गर्दै,two men practice kickboxing
tHLiYTS9Iz8_1_16 ,दुई पुरुष किक अभ्यास गर्दै छन्,two men are practicing kicks
tHLiYTS9Iz8_1_16 ,एक जना मानिसले केही तालिम झोला हानेको छ,a man is kicking some training bags
tHLiYTS9Iz8_1_16 ,दुई पुरुष बक्सिङ गर्दै छन्,two men are boxing
tHLiYTS9Iz8_1_16 ,दुई पुरुष किक बक्सिङ गर्दै छन्,two men are kick boxing
tHLiYTS9Iz8_1_16 ,एउटा मानिस आफ्नो अगाडि उभिरहेको अर्को मानिसले समातेको प्याडमा किक बक्सिङ गर्दैछ,a man is kick boxing on the pads held by another man standing in front of him
tHLiYTS9Iz8_1_16 ,मानिसले आफ्नो प्रशिक्षकसँग किक अभ्यास गरे,the man practiced kicks with his trainer
tHLiYTS9Iz8_1_16 ,मानिस एक खेल खेल्दै छ,the man are in a sparring match
tHLiYTS9Iz8_1_16 ,एक मार्शल कलाकार लात मार्ने अभ्यास गर्दछ,a martial artist practices kicking
tHLiYTS9Iz8_1_16 ,एकजना मानिसले प्रशिक्षकसँग किकको अभ्यास गरे,a man practiced kicks with a coach
tHLiYTS9Iz8_1_16 ,एक मानिसले अर्को मानिसलाई लात हानेको छ,a man is kicking another man
tHLiYTS9Iz8_1_16 ,दुई जना बक्सिङ गर्दैछन्,the two person are boxing
tHLiYTS9Iz8_1_16 ,दुई पुरुष कराते अभ्यास गर्दै छन्,two men are practicing karate
tHLiYTS9Iz8_1_16 ,दुई पुरुषहरूले बक्सिङको मद्दतले कसरी अर्कासँग लड्ने भनेर देखाउँछन्,the two mens show how to fight with other with the help of boxing
tHLiYTS9Iz8_1_16 ,एक केटा किक बक्सिङ अभ्यास गर्दैछ,a guy is practicing kick boxing
tHLiYTS9Iz8_1_16 ,एउटा मानिसले लात हानेको छ अर्को मानिस समातिरहेको छ,a man is kicking pads another man is holding
tHLiYTS9Iz8_1_16 ,एक केटा बक्सिङ गर्दैछ,a boy is doing bxing
tHLiYTS9Iz8_1_16 ,दुई केटा बक्सिङ गर्दैछन्,two guys are doing boxing
tHLiYTS9Iz8_1_16 ,दुई केटा बक्सिङको अभ्यास गर्दै छन्,two boy is pratices the boxing
tHLiYTS9Iz8_1_16 ,कोचसँग केही प्रकारको तेक्वान्दो अभ्यास गरिरहेको एक व्यक्ति,a man doing some sort of taekondo practise with a coach
tHLiYTS9Iz8_1_16 ,दुई एसियाली पुरुषहरू मार्सल आर्ट किकिङ मूवहरू प्रदर्शन गर्दै छन्,two asian men are performing martial arts kicking moves
tHLiYTS9Iz8_1_16 ,पुरुषहरू झगडा गरिरहेका छन्,the men are sparring
tHLiYTS9Iz8_1_16 ,एक मानिस हिडिरहेको छ,a man is walking
tHLiYTS9Iz8_1_16 ,सुपर लडाकुहरू,super fighters
tHLiYTS9Iz8_1_16 ,दुई किकबक्सर स्पार,two kickboxers spar
tIMDKdMnNYM_266_273 ,एउटी केटीले आफ्नो गाला र निधारमा ब्रशले मेकअप गरिरहेकी छिन्,a girl is doing makeup on her cheeks and forehead with a brush
tIMDKdMnNYM_266_273 ,एउटी महिला आफ्नो अनुहारमा मेकअप लगाइरहेकी छिन्,a woman is applying makeup to her face
tIMDKdMnNYM_266_273 ,एउटी महिला मेकअप गर्दै छिन्,a woman is putting on makeup
tIMDKdMnNYM_266_273 ,एउटी महिलाले आफ्नो अनुहार धुँदै छिन्,a woman is powdering her face
tIMDKdMnNYM_266_273 ,एउटी केटीले ब्रशले मेकअप गर्दैछिन्,a girl is applying makeup with a brush
tIMDKdMnNYM_266_273 ,एउटी महिलाले आफ्नो अनुहारमा ब्रस लगाएर कस्मेटिक्स लगाइरहेकी छिन्,a woman is applying cosmetics to her face with a brush
tIMDKdMnNYM_266_273 ,एउटी महिला आफ्नो अनुहारमा कस्मेटिक्स लगाउँछिन्,a woman applies cosmetics to her face
tIMDKdMnNYM_266_273 ,एउटी युवती मेकअप गर्दै छिन्,a young woman is applying makeup
tIMDKdMnNYM_266_273 ,एउटी महिलाले ब्रस प्रयोग गरेर आफ्नो गाला र मन्दिरको बाहिरी भागमा काँसाको पाउडर लगाइरहेकी छिन्,a woman is applying some bronzing powder to the outer areas of her cheek and temple using a brush
tIMDKdMnNYM_266_273 ,एक भारतीय केटी यहाँ पावर पफ गर्दै,a indian girl puffing power on here
tIMDKdMnNYM_266_273 ,केटीले ब्रसले अनुहारमा पाउडर लगाइन्,the girl applied powder to her face with a brush
tIMDKdMnNYM_266_273 ,महिला मेकअप लागू गर्दैछिन्,the woman is applying makeup
tIMDKdMnNYM_266_273 ,एउटी केटी आफ्नो अनुहारमा मेकअप लगाईरहेकी छिन्,a girl is applying makeup on her face
tIMDKdMnNYM_266_273 ,एउटी केटीले ब्रसले आफ्नो अनुहारमा फाउन्डेसन लगाइन्,a girl applied foundation to her face with a brush
tIMDKdMnNYM_266_273 ,एउटी केटी आफैले मेकअप गर्दै,a girl applying makeup by herself
tIMDKdMnNYM_266_273 ,एउटी केटी गर्मीको छालामा चमक,a girl glow summer skin
tIMDKdMnNYM_266_273 ,एउटी केटी मेकअप गर्दै छिन्,a girl is applying makeup
tIMDKdMnNYM_266_273 ,एउटी केटी मेकअप गर्दै छिन्,a girl is doing make up
tIMDKdMnNYM_266_273 ,एउटी केटी आफ्नो अनुहार मा मेकअप लगाई,a girl putting make up to her face
tIMDKdMnNYM_266_273 ,एक महिला मेकअप छ,a lady is makeup
tIMDKdMnNYM_266_273 ,एउटी महिलाले आफ्नो मेकअप गरिरहेकी छिन्,a woman is putting on her makeup
tIMDKdMnNYM_266_273 ,उनी चमक संग मेकअप गर्दै छिन्,she is making up with glitter
tIMDKdMnNYM_266_273 ,सुन्दरी केटी अनुहार गर्न गाह्रो छ,the beauty girl light tough to face
tIMDKdMnNYM_266_273 ,एउटी केटी मेकअप गर्दै छिन्,a girl is putting on makeup
tIMDKdMnNYM_266_273 ,एउटी केटी मेकअप गर्दै छिन्,a girl is putting on makeup
tIMDKdMnNYM_266_273 ,एउटी केटी ऐना अगाडि मेकअप गर्छिन्,a girl puts makeup infront of a mirror
tIMDKdMnNYM_266_273 ,एक केटी मेकअप गर्दै,a girl putting on makeup
tIMDKdMnNYM_266_273 ,एउटी महिलाले रङ शेडहरूद्वारा मेकअपमा टिप्स दिन्छिन्,a lady gives tips on makeup by color shades
tIMDKdMnNYM_266_273 ,एउटी महिला मेकअप गरिरहेकी छिन्,a lady is doing makeup
tIMDKdMnNYM_266_273 ,एउटी महिलाले केही सौन्दर्य टिप्स दिदै छिन्,a lady is giving some beautuy tips
tIMDKdMnNYM_266_273 ,एउटी महिला मेकअप गरिरहेकी छिन्,a lady is putting make up
tIMDKdMnNYM_266_273 ,एक महिला मेकअप लागू गर्छिन्,a woman applies makeup
tIMDKdMnNYM_266_273 ,एक महिला आफ्नो अनुहारमा लाली लागू गर्दै,a woman applying blush on her face
tIMDKdMnNYM_266_273 ,गर्मीमा छालाको चमक कायम राख्न केही टिप्स बताउदै महिला,a woman describing some sort of tips to keep the glow of the skin in summers
tIMDKdMnNYM_266_273 ,एउटी महिला ब्लश लगाइरहेकी छिन्,a woman is applying blush
tIMDKdMnNYM_266_273 ,एउटी महिला आफ्नो अनुहारमा मेकअप लगाइरहेकी छिन्,a woman is applying makeup to her face
tIMDKdMnNYM_266_273 ,एउटी महिला आफ्नो अनुहारमा मेकअप लगाइरहेकी छिन्,a woman is applying makeup to her face
tIMDKdMnNYM_266_273 ,एउटी महिला मेकअप गर्दै छिन्,a woman is applying makeup
tIMDKdMnNYM_266_273 ,एउटी महिला मेकअप गर्दै छिन्,a woman is applying makeup
tIMDKdMnNYM_266_273 ,एउटी महिला आफ्नो अनुहार माझ्दै छिन्,a woman is brushing her face
tIMDKdMnNYM_266_273 ,एक महिलाले ब्रसको साथ अनुहार मेकअप कसरी लागू गर्ने भनेर प्रदर्शन गर्दैछिन्,a woman is demonstrating how to apply face makeup with a brush
tIMDKdMnNYM_266_273 ,एउटी महिला मेकअप गरिरहेकी छिन्,a woman is doing makeup
tIMDKdMnNYM_266_273 ,एउटी महिलाले आफ्नो अनुहार धुँदै छिन्,a woman is powdering her face
tIMDKdMnNYM_266_273 ,एउटी महिलाले आफ्नो गाला र निधारमा ब्रस लगाएर रजा लगाइरहेकी छिन्,a woman is putting blush on her cheeks and forehead with a brush
tIMDKdMnNYM_266_273 ,एक महिला आफ्नो अनुहारको लागि मेकअप गर्दैछिन्,a women is doing make up for her face
tIMDKdMnNYM_266_273 ,एक महिला आफ्नो अनुहार पालिश,a women polish her face
tIMDKdMnNYM_266_273 ,एउटी युवतीले आफ्नो अनुहारमा मेकअप गरिरहेकी छिन्,a young lady is doing make up on her face
tIMDKdMnNYM_266_273 ,एउटी युवतीले आफ्नो गालामा मेकअप लगाइरहेकी छिन्,a young woman is applying makeup on her cheek
tIMDKdMnNYM_266_273 ,एउटी युवतीले ब्लश कसरी लगाउने भनेर देखाउँदै छिन्,a young woman is showing how to apply blush
tIMDKdMnNYM_266_273 ,एउटी युवतीले आफ्नो ब्लश लगाइरहेकी छिन्,a young woman putting her blush on
tIMDKdMnNYM_266_273 ,उनीसँग सुन्दर छाला छ र उनले त्यो छालालाई केही मेकअपको साथ कायम राख्छिन्,she have beatiful skin and she mainten that skin with some makeup
tIMDKdMnNYM_266_273 ,महिला अनुहार माझ्दै छिन्,the lady is brushing her face
tIMDKdMnNYM_266_273 ,महिलाहरु मेकअप लगाइन्छ,women is put make up
tIMDKdMnNYM_266_273 ,एउटी केटी मेकअप गर्दै छिन्,a girl is doing a makeup
tIMDKdMnNYM_266_273 ,एक महिला आफैलाई मेकअप गर्दै,a lady doing make up to herself
tIMDKdMnNYM_266_273 ,ग्रीष्मकालीन छालाको लागि मेकअप गर्ने महिला,a lady making make up for glow summer skin
tIMDKdMnNYM_266_273 ,एउटी केटी आफ्नो अनुहार मेकअप गर्दै छिन्,a girl is makeuping her face
tJHUH9tpqPg_113_118 ,एउटी महिला कागती निचोल्दै छिन्,a woman is squeezing a lemon
tJHUH9tpqPg_113_118 ,कसैले गिलासको जुसर प्रयोग गरेर कागतीको रस निकाल्दै छ,someone is juicing a lemon using a glass juicer
tJHUH9tpqPg_113_118 ,एउटी महिला कागती निचोल्दै छिन्,a woman is squeezing a lemon
tJHUH9tpqPg_113_118 ,एक शेफले कागतीबाट रस निचोड्छ,a chef squeezes juice from a lemon
tJHUH9tpqPg_113_118 ,एउटी महिला कागतीबाट रस निकाल्दै छिन्,a woman is extracting juice from lemon
tJHUH9tpqPg_113_118 ,एउटी महिला कागतीबाट रस निकाल्दै छिन्,a woman is squeezing juice out of a lemon
tJHUH9tpqPg_113_118 ,एउटी महिलाले कागतीबाट रस निस्किरहेकी छिन्,a woman is squeezing juice from a lemon
tJHUH9tpqPg_113_118 ,एक व्यक्तिले कागतीबाट रस निचोड्छ,a person squeezes juice out of a lemon
tJHUH9tpqPg_113_118 ,एउटी महिला लेमनको रस निकाल्दै छिन्,a woman is juicing a lemon
tJHUH9tpqPg_113_118 ,एउटी केटी लेमनको रस निकाल्दै छिन्,a girl is juicing a lemon
tJHUH9tpqPg_113_118 ,एउटी महिला लेमनको रस निकाल्दै छिन्,a woman is juicing a lemon
tJHUH9tpqPg_113_118 ,एउटी महिला लेमनको रस निकाल्दै छिन्,a woman is juicing a lemon
tJHUH9tpqPg_113_118 ,केटीले यसको रसको लागि कागती निचो,the girl squeezed a lemon for its juice
tJHUH9tpqPg_113_118 ,महिलाले कागतीको रस निकाल्दै छिन्,the woman is juicing a lemon
tJHUH9tpqPg_113_118 ,एक व्यक्तिले कागती निचोल्दै,a person squeezes a lemon
tJHUH9tpqPg_113_118 ,एउटी केटीले कागती निचोलिन्,a girl squeezed a lemon
tJHUH9tpqPg_113_118 ,एउटी महिला लेमनको रस निकाल्दै छिन्,a woman is juicing a lemon
tJHUH9tpqPg_113_118 ,एउटी महिला फलफूलको जुस बनाउँदै छिन्,a lady is preparing fruit juice
tJHUH9tpqPg_113_118 ,काँचो हरियो तरकारी तयार हुने प्रक्रियामा,raw green vegetables in the process of being prepared
tJHUH9tpqPg_113_118 ,एउटी महिला लेमनको रस निकाल्दै छिन्,a woman is juicing a lemon
tJHUH9tpqPg_113_118 ,महिला फलफूलको रस तयार गर्छिन्,the lady prepare the fruit juice
tJHUH9tpqPg_113_118 ,एउटी महिला लेमनको रस निकाल्दै छिन्,a woman is juicing a lemon
tJHUH9tpqPg_113_118 ,निचोडको मद्दतले कागती निचोल्दै महिला,a lady squeeing lemon with the help of squeezer
tJHUH9tpqPg_113_118 ,एक मानिस कागतीबाट रस निकाल्दै छ,a man is extracting juice from the lemon
tJHUH9tpqPg_113_118 ,एउटी महिला लेमनको रस निकाल्दै छिन्,a woman is juicing a lemon
tJHUH9tpqPg_113_118 ,जुस बनाउने महिला,a woman making juice
tJHUH9tpqPg_113_118 ,एक केटी एक निचोमा एक कागती निचोमा,a girl squeezing a lemon on a squeezer
tJHUH9tpqPg_113_118 ,एउटी महिला कागतीको रस निचोल्दै,a woman squeezes out lemon juice
tJHUH9tpqPg_113_118 ,महिलाले कागती निचोल्दै छिन्,the woman is squeezin a lemon
tJHUH9tpqPg_113_118 ,एउटी महिला लेमनको रस निकाल्दै छिन्,a woman is juicing a lemon
tJHUH9tpqPg_113_118 ,रस तयारी को लागी राम्रो र स्पष्ट विवरण,good and clear detail for juice preparing
tJHUH9tpqPg_113_118 ,एउटी महिला कागती निचोल्दै छिन्,a woman is squeezing a lemon
tJHUH9tpqPg_113_118 ,एउटी महिलाले कागतीको रस निकाल्दै,a woman juices a lemon
tJHUH9tpqPg_113_118 ,म यो कागती सुक्खा नभएसम्म निचोल्नेछु,i will squeeze this lemon till it goes dry
tPkZK-PzeQE_10_28 ,तरबूजलाई क्लीभरले काटिएको छ,a watermelon is being sliced with a cleaver
tPkZK-PzeQE_10_28 ,तरबूज काट्ने व्यक्ति,a person cutting watermelon
tPkZK-PzeQE_10_28 ,तरबूजलाई चक्कुले तीन भागमा काटिएको छ,the water melon is being cut into three parts with a knife
tPkZK-PzeQE_10_28 ,एक मानिस तरबूज काट्दै छ,a man is slicing watermelon
tPkZK-PzeQE_10_28 ,एउटा मानिसले चक्कुले तरबूज काट्छ,a man cuts through melon with a knife
tPkZK-PzeQE_10_28 ,तरबूजको ठूलो टुक्रालाई सानो टुक्रामा काटिएको छ,a big piece of watermelon is being cut into smaller ones
tPkZK-PzeQE_10_28 ,तरबूज काटिएको छ,watermelon is being sliced
tPkZK-PzeQE_10_28 ,एक व्यक्ति तरबूज काट्दै छ,a person is slicing watermelon
tPkZK-PzeQE_10_28 ,एउटा ठूलो चक्कुले वाटर मिलन काटिएको भिडियो,its a video the water milon is being cut with a big knife
tPkZK-PzeQE_10_28 ,भिडियोमा तरबूजलाई चक्कुले टुक्रा पारिएको छ,in video watermilon is been cut in the pieces wiht the knife
tPkZK-PzeQE_10_28 ,तरबूज काटिन्छ,a watermelon gets sliced
tPkZK-PzeQE_10_28 ,तरबूज सेवा गर्नु अघि स्लाइसहरूमा विभाजन गरिँदै,water melon being diced into slices before serving
tPkZK-PzeQE_10_28 ,कसैले तरबूजको टुक्रालाई सानो टुक्रामा काटिरहेको छ,someone is slicing pieces of watermelon into smaller pieces
tPkZK-PzeQE_10_28 ,एउटी महिला तरबूज काट्दै छिन्,a woman is slicing watermelon
tPkZK-PzeQE_10_28 ,एक व्यक्ति तरबूज काट्दै छ,a person is cutting watermelon
tPkZK-PzeQE_10_28 ,भिडियोमा तरबूजलाई चक्कुले टुक्रा पारिएको देखिन्छ,in the video the watermelon is being cut into pieces with a knife
tPkZK-PzeQE_10_28 ,तरबूज काटिएको छ,a watermelon is being sliced
tPkZK-PzeQE_10_28 ,एक व्यक्ति तरबूज काट्दै छ,a person is slicing a water melon
tPkZK-PzeQE_10_28 ,हातले तरबूज काटिरहेको छ,the hand is slicing a watermelon
tPkZK-PzeQE_10_28 ,तरबूज काट्ने व्यक्ति,a person cutting watermelon
tPkZK-PzeQE_10_28 ,एक व्यक्तिले चक्कुले तरबूज काट्छ,a person cuts watermelon with a knife
tPkZK-PzeQE_10_28 ,कसैले तरबूज काट्न ठूलो चक्कु प्रयोग गर्दछ,someone uses a large knife to cut a watermelon
tPkZK-PzeQE_10_28 ,काटिएको फल,sliced fruit
tPkZK-PzeQE_10_28 ,एक खरबूजा काटिएको छ,a water melon is being sliced
tPkZK-PzeQE_10_28 ,तरबूजलाई ठूलो चक्कुले काटिएको छ,watermelon is being sliced with a large knife
tPkZK-PzeQE_10_28 ,कसैले खरबुजा काटिरहेको छ,someone is cutting the water melon
tPkZK-PzeQE_10_28 ,तरबूज काट्दै गरेको मान्छे,a man cutting the watermelon
tPkZK-PzeQE_10_28 ,एक व्यक्ति तरबूज काट्दै,a person slicing a watermelon
tPkZK-PzeQE_10_28 ,तरबूजलाई ठूलो चक्कुले काटिएको देखाइएको छ,a water melon is shown being sliced with a large knife
tPkZK-PzeQE_10_28 ,एक व्यक्ति तरबूज काट्दै छ,a person is cutting watermelon
tPkZK-PzeQE_10_28 ,कसैले तरबूज काट्दै छ,someone is slicing watermelon
tPkZK-PzeQE_10_28 ,एक व्यक्ति तरबूज काट्दै छ,an individual is slicing a watermelon
tPkZK-PzeQE_10_28 ,एक व्यक्ति तरबूज काट्दै,a person slices watermelon
tPkZK-PzeQE_10_28 ,कसैले तरबूज काटिरहेको छ,someone is cutting up watermelon
tPkZK-PzeQE_10_28 ,कसैले क्लीभरले तरबूज काटिरहेको छ,someone is slicing a watermelon with a cleaver
tPkZK-PzeQE_10_28 ,केवल एक हात प्रयोग गरेर,using only one hand
tPkZK-PzeQE_10_28 ,एक व्यक्ति तरबूजलाई टुक्रामा काट्दै छ,a person is cutting watermelon into pieces
tPkZK-PzeQE_10_28 ,तरबूज काटिएको,watermelon being sliced
tPkZK-PzeQE_10_28 ,कोही चराले खरबुजा काट्दैछ,someone is slicing watermelleon with a machete
tYQ7O6V0Fvk_20_55 ,एक जवान केटा गितार बजाउँदै,a young boy playing guitar
tYQ7O6V0Fvk_20_55 ,एउटा केटा गितार बजाउँदै छ,a boy is playing a guitar
tYQ7O6V0Fvk_20_55 ,एउटा केटा गितार बजाउँदै छ,a boy is playing a guitar
tYQ7O6V0Fvk_20_55 ,एउटा केटा गितार बजाउँदै छ,a boy is playing guitar
tYQ7O6V0Fvk_20_55 ,एउटा केटा गितार बजाउँदै छ,a boy is playing the guitar
tYQ7O6V0Fvk_20_55 ,एक केटा ध्वनिक गितार बजाउँछ,a boy plays an acoustic guitar
tYQ7O6V0Fvk_20_55 ,एक केटा गितार बजाउँछ,a boy plays the guitar
tYQ7O6V0Fvk_20_55 ,एउटा बच्चा गितार बजाउँदै छ,a kid is playing guitar
tYQ7O6V0Fvk_20_55 ,एउटा बच्चा आफ्नो गितार बजाउँदै छ,a kid is playing his guitar
tYQ7O6V0Fvk_20_55 ,एउटा बच्चा गितार बजाउँदै छ,a kid is playing the guitar
tYQ7O6V0Fvk_20_55 ,एउटा सानो केटा गितार बजाउँदै छ,a little boy is playing a guitar
tYQ7O6V0Fvk_20_55 ,बसिरहेको केटा गितार बजाउँदै छ,a sitting boy is playing guitar
